"patriota","(m) <fr. patriote, z łac. patriota, gr. patri?tes rodak, od patria ojczyzna> ten, kto kocha ojczyznę, służy jej z oddaniem ? patriotka, patriotyczny, patriotyzm"
"karmel","(m) <niem. Karamel, z fr. caramel, hiszp., port. caramelo cukierek w kształcie rurki, z łac. calamellus, od calamus trzcina cukrowa> naturalny brązowy barwnik spożywczy, otrzymywany przez ogrzewanie cukru; cukier palony; karmel biały syrop używany głównie do wyrobu karmelków ? karmelizacja, karmelizować"
"filister","(m) <niem. Philister> mieszczuch, człowiek ciasnych poglądów, o ograniczonych potrzebach, nierozumiejący sztuki – pogardliwe określenie mieszczaństwa przez artystów w XIX w.  filisterski, filisterstwo"
"chryzopraz","(m) <gr. chrysóprasos> 1. kamień półszlachetny o barwie żółtawojasnozielonej, używany w jubilerstwie; 2. geol. minerał, odmiana chalcedonu"
"algorytmizacja","(ż) tworzenie algorytmów; określanie formalnych programów lub planów systematycznego postępowania w jakiejś sprawie wymagającej rozwiązań całościowych: algorytmizacja zasad rozdziału funduszów"
"amarant","(m) <łac. amarantus, gr. amárantos: nazwa rośliny o malinowoczerwonych kwiatach> stąd takiż kolor, malinowo-lub różowoczerwony z odcieniem fioletu; bot. szarłat (Amaranthus) roślina o kwiatach w takim kolorze  amarantowy"
"faszyna","(ż) <wł. fascina> pęk słomy, chrustu do umacniania grobli, nasypów glinianych lub drewnianych ścian, wyrównywania nierówności terenu"
"lukrować","<od lukier, z łac. lucror zyskiwać> 1. pokrywać warstwą lukru; 2. przen. przedstawiać coś w zbyt dobrym świetle, przesadnie chwalić, często obłudnie: lukrowane słówka"
"amputacja","(ż) <łac. amputatio odcięcie> med. operacyjne usunięcie jakiegoś organu, pot. obcięcie kończyny lub jej części; dokonać amputacji stopy  amputować (co, komu), amputowany"
"getto","(n) <wł. ghetto, nazwa żydowskiej dzielnicy w dawnej Wenecji> 1. wydzielony obszar specjalnie dla Żydów; 2. odrębna część miasta dla ludności „gorszej”, niepożądanej, obcej ze względu na rasę, kolor skóry, religię, narodowość: getto żydowskie, murzyńskie"
"konkluzja","(ż) <niem. Konklusion, fr. conclusion, z łac. conclusio zamknięcie, wniosek końcowy> wniosek, ostateczne przekonanie na podstawie obserwacji i wnioskowania: dojść do konkluzji ? konkludować, skonkludować, że"
"cyklotron","(m) <cyklo-+ elektron> fiz.techn. urządzenie do wywoływania reakcji jądrowych, tzw. akcelerator cykliczny jonów – nadaje im ruch kołowy za pomocą stałego pola magnetycznego"
"surfing","(m) <ang.> sport wodny pochodzący z Polinezji, polegający na pływaniu na długiej, wąskiej desce unoszonej przez morskie fale"
"sutener","(m) <fr. souteneur, od soutenir utrzymywać (kogoś), podtrzymywać> mężczyzna czerpiący zyski z nierządu uprawianego przez innych ? sutenerstwo"
"szalanda","(ż) <fr. chaland, z ar. szalandi a. gr. chelándion> mors. duża barka mająca ładownię z klapami dennymi lub bocznymi, służąca do przewożenia urobku pogłębiarek; błotniarka"
"archeopteryks","(m) < archeo + gr. ptéryks skrzydło> zool. gad latający z okresu jury, kopalny, mający cechy gada i ptaka, ptak jurajski"
"obiektywizować","<ang. objectivize> czynić coś obiektywnym, ujmować coś obiektywnie"
"ergometria","(ż) <ergo-+ -metria> metoda badań polegająca na pomiarach i ocenie wydolności fizycznej człowieka"
"heraldyczny","(przym.) <niem. heraldisch, fr. héraldique, od st.-fr. heralt herold> zakres heraldyki, dotyczący herbów oraz rodów szlacheckich; herbowy"
"sarmatyzm","(m) <od Sarmata> styl życia, obyczaje, ideologia polskiej szlachty XVII i XVIII w., będące wyrazem tradycjonalizmu, konserwatyzmu, także zacofania; staroszlachecka rubaszność, prostota, krewkość"
"Personagrata","<łac.> osoba mile widziana; osoba, w stosunku do której państwo przyjmujące ją jako przedstawiciela dyplomatycznego nie zgłasza żadnych zastrzeżeń"
"kostium","(m) <ros. kostiúm, fr. costume, z wł. costume strój teatralny> 1. ubranie damskie składające się z żakietu i spódnicy; 2. specjalny strój, używany tylko w pewnych sytuacjach, okolicznościach (np. w teatrze, filmie, jako przebranie karnawałowe, w sporcie) ? kostiumowy: film kostiumowy, bal kostiumowy"
"aktywa","(lm) <łac. activa> ekon. środki własne przedsiębiorstwa lub osoby prywatnej (np. pieniądze, majątek), którymi może w każdej chwili dysponować"
"anihilacja","(ż) <łac. anihilatio unicestwienie> 1. przest. pot. unieważnienie, zniweczenie; 2. fiz. unicestwienie się cząstek materii i antymateri przy zderzeniu – wtedy ich energia zostaje wypromieniowana w postaci tzw. kwantów lub mezonów"
"partycypować","w czym <łac. participo> brać w czymś udział, uczestniczyć w czymś, mieć w czymś udział ? partycypacja"
"organ","(m) <niem. Organ, fr. organe, z gr. órganon narzędzie> 1. część ciała ludzkiego, zwierzęcego lub roślinnego, o określonej budowie i funkcjach; narząd: organ węchu  organicyzm, organiczny, organizm; . wyodrębniona część instytucji: organ porządku; 3. gazeta lub periodyk przedstawiające poglądy określonej organizacji: organ socjaldemokracji"
"tradycja","(ż) <łac. traditio> 1. przekazywanie zwyczajów, opinii, zachowań itp. słowami lub przykładem: tradycja chrześcijańska, tradycja kartezjańska, tradycja ustna; 2. sposób myślenia, postępowania, będący dziedzictwem przeszłości, zwyczaje: być przywiązanym do tradycji rodzinnych  tradycjonalista, tradycjonalizm, tradycyjnie, tradycyjność, tradycyjny"
"taraban","(m) <ukr. tarabán, z tur. da-raban> podłużny bęben turecki, używany w dawnym wojsku  tarabanić"
"parcela","(ż) <niem. Parzelle, fr. parcelle, z łac. particella działka> część wydzielona z większego obszaru, przeznaczona pod zabudowę lub użytkowana w inny sposób ? parcelować, parcelacja"
"kantyczka","(ż) <od łac. canticum pieśń> popularna pieśń religijna, zwłaszcza kolęda lub pastorałka"
"treska","(ż) <fr. tresse> dopinka z włosów (sztucznych lub naturalnych), przypinana do własnych włosów"
"goliat","(m) <biblijny Goliat, olbrzymi wojownik filistyński, zabity przez Dawida strzałem z procy> 1. olbrzym, siłacz, wielkolud; 2. wojsk. niemiecki czołg bezzałogowy napełniany materiałem wybuchowym, zdalnie kierowany, używany w czasie II wojny światowej; 3. zool. a) Goliathus, duży afrykański chrząszcz o pięknym ubarwieniu, b) Rana goliath, duża żaba afrykańska; żaba olbrzymia"
"kontrastować","<od kontrast; niem. kontrastieren, fr. contraster, z łac. contra stare stać naprzeciw> wyraźnie się odróżniać od czegoś, wyróżniać się wśród czegoś, różnić się krańcowo, być przeciwieństwem czegoś"
"koklusz","(m) <fr. coqueluche> ostra choroba zakaźna występująca u małych dzieci, objawiająca się uporczywym, napadowym kaszlem, czasem połączonym z wymiotami; krztusiec: szczepionka przeciw kokluszowi"
"propagacja","(ż) <fr. propagation, z łac. propagatio> 1. biol. rozmnażanie się, rozród; 2. fiz. swobodne rozchodzenie się fal (np. elektromagnetycznych, radiowych) w jakimś ośrodku; 3. przest. rozpowszechnianie, propagowanie"
"homilia","(ż) <łac. kośc., z gr. homilía w znacznie szerszym znaczeniu (o nawiązywaniu wszelkich kontaktów z ludźmi, również seksualnych), od hómilos tłum, społeczność, gromada ludzi> rel. uroczyste kazanie dostojników Kościoła: homilia papieska ? homiletyka, homiliarz"
"szlachtuz","(m) <niem. Schlachthaus> przest. rzeźnia ? szlachtować: szlachtować bydło, zaszlachtować, zaszlachtowany"
"scholastyk","(m) <łac. scholasticus szkolny, z gr. scholastikós uczony> 1. zwolennik, przedstawiciel filozofii scholastycznej; 2. w XII–XVIII w.: duchowny, członek kapituły sprawujący nadzór nad szkołami w obrębie danej diecezji"
"homerycki","(przym.) <od im. Homer (VIII w.), poeta gr.> 1. lit. wzorowany na poematach Homera: homerycka strofa, porównanie; 2. pot. rozległy, imponujących rozmiarów, mocny: homerycki śmiech, homeryckie boje, dyskusje"
"bukłak","(m) <łac. utres, gr. askoí, Ewangelia wg św. Mateusza 9, 17> 1. worek ze skóry przeznaczony do transportowania płynów, rozpowszechniony wśród ludów stepowych; 2. naczynie, zwykle z przykrywką, do przechowywania lub przewożenia płynów"
"deifikować","(kogo, co) <łac. deifico czynię bogiem> nadawać komu lub czemu rangę bóstwa: deifikować ocean, potęgę rozumu ludzkiego"
"sekularyzować","co <fr. séculariser> zeświecczyć, uniezależnić od wpływów religii i Kościoła ? sekularyzacja"
"tembr","(m) <fr. timbre, z p.-gr. týmbanon bęben> barwa głosu właściwa głosowi ludzkiemu lub dźwiękowi instrumentu: mieć miły, ostry tembr głosu"
"bibliografia","(ż) <biblio-+ -grafia>1. uporządkowany spis książek, druków, czasopism, artykułów oraz dokumentów, łącznie z najważniejszymi informacjami na ich temat; 2. metodyka sporządzania spisów bibliograficznych; 3. nauka o książce, dziedzina wiedzy badająca i opisująca książki i dokumenty oraz rejestrująca ich spisy na użytek naukowy i praktyczny: opis bibliograficzny"
"fortel","(m) <niem. Vorteil zysk> sprytny sposób pokonania trudności, osiągnięcia czegoś; podstęp, wybieg: komuś nie zbywa na fortelach"
"legastenia","(ż) <od łac. lego czytam + astenia, z gr. asth?neia słabość> psych. osłabienie pewnej funkcji mózgu u dzieci, objawiające się trudnościami w czytaniu i pisaniu"
"habilitacja","(ż) <niem. Habilitation, z fr. habilitation nadanie zdolności prawnej> w wyższej uczelni procedura uzyskania stopnia naukowego: doktor habilitowany ? habilitować się, habilitant"
"rejestracja","(ż) <od rejestrować> 1. wpisanie na listę, zgłoszenie czegoś do rejestru; zarejestrowanie: dokładna rejestracja, rejestracja bezrobotnych, poborowych, przeprowadzić rejestrację; 2. muz. dobieranie odpowiednich głosów w organach, klawesynie, akordeonie"
"telekomunikacja","(ż) <tele-+ łac. communicatio udzielenie, rozmowa> 1. technika przekazywania na odległość wiadomości (mowy, muzyki, znaków, pisma, rysunków, fotografii itp.) za pomocą sygnałów elektrycznych; 2. proces przekazywania danych na odległość za pomocą określonych sygnałów"
"Nikodem","(m) <gr. im. Nikód?mos> tajny zwolennik, sekretny stronnik: kompleks Nikodema"
"afekt","(m) <łac. affectus> 1. silne, krótkotrwałe wzruszenie (np. radość, gniew, przerażenie), uczucie, doznanie emocjonalne: zbrodnia w afekcie; 2. daw. miłość do kogoś, często objawiana gwałtownie, przesadnie  afektacja, afektowany, afektywny"
"owulacja","(ż) <fr. ovulation, od ovule, z p.-łac. ovulum jajeczko> biol. jajeczkowanie, okresowe wydalanie komórki jajowej, gotowej do zapłodnienia"
"menora","(ż) <hebr. m?n?rah> siedmioramienny świecznik żydowski, w którym wygięte pionowo ramiona ustawione są w jednej płaszczyźnie"
"kremacja","(ż) <łac. crematio spalanie> spalanie zwłok i chowanie urny z prochami zamiast tradycyjnego pochówku ? krematorium, piec krematoryjny, skremować co"
"sororat","(m) <łac. soror siostra> małżeństwo zawarte z siostrą zmarłej żony"
"arystokracja","(ż) <gr. aristo-kratía rządy, władza najlepszych> 1. hist. forma rządów w państwach staroż., gdy władza była w ręku małej grupy możnych rodów; . później to określenie najwyższej, uprzywilejowanej warstwy społecznej, posiadaczy tytułów rodowych; 3. przen. wszelka elitarna grupa ludzi: arystokracja finansowa, umysłowa  arystokrata, arystokratyczny, arystokratyzm"
"palpacja","(ż) <łac. palpatio dotykanie> med. metoda badania lekarskiego przez uciskanie, opukiwanie ciała ? palpacyjny"
"kantor I","(m) <niem. Kontor, z fr. comptoir> 1. oficjalne miejsce sprzedaży lub wymiany obcej waluty: kantor walutowy; 2. daw. biuro w fabryce lub banku; także kancelaria kupca, bankiera"
"parkometr","(m) <parko-od parkować + gr. metreo mierzę> automat obliczający i inkasujący opłatę za parkowanie pojazdów"
"bifurkacja","(ż) <fr. bifurcation, z łac. bi-furcus dwuzębny (o widłach), rozwidlony>1. rozdwojenie; rozdzielenie, rozgałęzienie, rozszczepienie; 2. geogr. rozdzielenie się rzeki na dwa ramiona lub na kilka, zmierzające do różnych dorzeczy; 3. pedag. podział średniej szkoły ogólnokształcącej na dwa równoległe kierunki profilowane, zróżnicowane programowo"
"kondensacja","(ż) <łac. condensatio> zagęszczanie, większe stężenie czego: kondensacja energii ? kondensator, kondensacja zapachu, treści ? kondensować co, kondensacyjny; skondensować, skondensowany"
"cyklorama","(ż) <cyklo-+ gr. horama widowisko> 1. daw. rodzaj przesuwanej (rozwijanej przed oczyma oglądających) panoramy na płótnie nawiniętym na wałki; 2. techn. film., teatr. element scenografii przedstawiający panoramę (jako tło zdarzeń przedstawianych w teatrze lub w filmie)"
"maronowie","(m; lm) <fr. marron, z hiszp. cimarron> zbiegli z niewoli Murzyni i ich potomkowie w Indiach Zach. i w Gujanie, którzy walczyli z białymi kolonizatorami"
"eufoniczny","(przym.) <fr. euphonique, od euphonie> dobrze brzmiący, łatwo wymawiany"
"germanistyka","(ż) <od germanista> filologia germańska; dziedzina zajmująca się badaniem języków i literatury germańskiej, głównie niemieckiej"
"biforium","(n) <n.-łac., od łac. biforis dwuskrzydłowy (o drzwiach)> archit. rodzaj dwudzielnego, arkadowego okna lub przezrocza, charakterystycznego dla architektury średniowiecznej, romańskiej i gotyckiej"
"krup","(m) <ang. croup dławiec> med. choroba zakaźna występująca głównie u dzieci, odmiana błonicy ze zmianami w krtani, polegającymi na zmniejszeniu lub zatkaniu jej światła przez błoniaste naloty; dławiec, błonica krtani"
"bambetle","(lm) <niem.> pot. drobne przedmioty, zwykle osobiste, pakunki porozrzucane w nieładzie; niepotrzebne rupiecie, starzyzna"
"asyriologia","(ż) <Asyria, starożytne państwo Azji Mniejszej i częściowo sięgające terenów Afryki Półn., niegdyś potężne, o wysokim poziomie kultury> część nauk archeologicznych, dziedzina wiedzy o kulturze Asyrii  asyriolog"
"test","(m) <ang. test naczynie do wytapiania złota, łac. testu(m) naczynie gliniane> 1. zestaw pytań do sprawdzenia czyjejś wiedzy lub umiejętności, ocenianych w skali punktowej; 2. badanie jakości lub sprawności działania czegoś: test samochodu; 3. w psychologii: zadawanie badanej osobie zadań lub pytań dla określenia jej właściwości psychicznych, zdolności, sprawności; 4. zestaw pytań lub zadań stosowany w takich badaniach  testować kogoś, coś, przetestować, testowany, przetestowany, testowy"
"sedan","(m) <ang.> typ nadwozia samochodu, dwu- lub czterodrzwiowe"
"teogonia","(ż) <gr. theo-gonía geneza bogów, tytuł poematu Hezjoda> pochodzenie bogów, wyjaśnienie zwykle w systemie legend i wierzeń: grecka teogonia"
"libretto","(n) <wł. książeczka od liber książka> słowa do utworu muzyczno-wokalnego, opery, operetki; literacko opracowana treść baletu lub pantomimy librecista"
"kankan","(m) <fr. cancan> popularny taniec rewiowy o nieco ekstrawaganckich figurach ? kankanistka"
"awokado","(n) <hiszp. avocado> gatunek drzewa owocowego, także owoc tego drzewa, duży, z pestką wielkości orzecha i tłustawym żółtozielonym miąższem o łagodnym zapachu; podaje się z musztardą lub stosuje jako składnik sałatek"
"taksować","<łac. taxare oceniać> określać wartość czegoś; szacować  taksówka"
"rewaloryzacja","(ż) <re-+ fr. valorisation> 1. ekon. przywracanie dawnej wartości nabywczej pieniądza w przypadku inflacji, co w praktyce zwykle oznacza wzrost, np. pensji, emerytur, o sumę równą inflacji; rewaloryzacja rent, wkładów pieniężnych 2. przywracać wartość zabytkom: rewaloryzacja zabytków Krakowa ? rewaloryzować co"
"akumulator","(m) techn. urządzenie, które gromadzi i wytwarza energię: akumulator samochodowy się wyładował"
"antytoksyna","(ż) <od anty + gr. toxikon trucizna> 1. med. przeciwciało zobojętniające działanie toksyn bakteryjnych, wytwarzane pod wpływem antygenów; 2. pot. odtrutka  antytoksyczny, antytoksykacja"
"bolszewizm","(m) <ros.> kierunek ideologiczny w Rosji w XX w. był ideową bazą komunizmu radzieckiego ? bolszewik, bolszewicki"
"aforyzm","(m) <gr. aphorismós definicja, aphoríz? odgraniczam, podkreślam> błyskotliwa sentencja, trafne zdanie, które zwięźle i dowcipnie formułuje jakąś prawdę ogólniejszą; złota myśl  aforysta, aforystyczny, aforystyka"
"żenować","kogoś czym <fr. g?ner> wprowadzać kogo w zakłopotanie ? żenada"
"DNA","biochem. skrót nazwy kwasu dezoksyrybonukleinowego"
"dajna","(ż) <litew. daina> litewska pieśń ludowa o tematyce codziennego życia ludu, z własną symboliką, tekst ma zróżnicowaną formę wersyfikacyjną połączoną z charakterem muzyki towarzyszącej"
"ombro-","<gr. ómbros deszcz> pierwszy człon wyrazów złożonych, wskazujący na ich związek znaczeniowy z deszczem, wodą deszczową: ombrometr"
"coach","<ang.> typ nadwozia samochodu osobowego"
"astrotaksja","(ż) <gr. astro-+ taksja> biol. reakcja zwierząt (także roślin) na światło gwiazd, odmiana heliotaksji (np. kwiat słonecznika zwraca się ku słońcu)"
"urologia","(ż) nauka o anatomii, fizjologii i chorobach układu moczowego, chorobach narządów płciowych u mężczyzn"
"langusta","(ż) <fr. langouste> jadalny skorupiak, żyjący w ciepłych morzach"
"ananke","(ndm) <gr. anánk?> mit. przeznaczenie, los, konieczność"
"profilaktyka","(ż) <gr. prophylaktik? ostrożność> med. działalność i środki stosowane w celu zapobiegania chorobom; działalność i sposoby zabezpieczania przed wypadkami, szkodami, kataklizmami itp. ? profilaktycznie, profilaktyczny"
"rytualista","(m) <ang. ritualist> zwolennik zachowywania w kościele nakazanych przepisami obrządków, obowiązującej liturgii"
"fiszka","(ż) <fr. fiche> 1. kartka w kartotece (z notatkami); 2. przest znaczek używany do płacenia w czasie gry, później wymieniany na pieniądze; marka do gry, liczman, szton, żeton"
"deontologia","(ż) <gr. deon obowiązek, powinność> nauka o obowiązkach i powinnościach: deontologia lekarska, prawnicza, dziennikarska, nauczycielska"
"elekcja","(ż) <łac. electio> wybory: dokonać elekcji, tron elekcyjny  elektorat, elekt, elektor, elekcyjny"
"biwakować","<od biwak> rozkładać biwak, przebywać na biwaku; obozować"
"mandarynka","(ż) <fr. mandarine, z hiszp. (naranja) mandarina pomarańcza z wyspy Mandara (Mauritius na Oceanie Indyjskim)> słodki i aromatyczny owoc, podobny do małej pomarańczy"
"haft","(m) <niem. spięcie, spojenie> . wzór, ornament wyszyty na tkaninie; . wyszywanie ornamentu na tkaninie ? haftka, haftować"
"elektroda","(ż) <elektro-+ gr. hodós droga> 1. elektr. chem. element przewodzący prąd, półogniwo; 2. elektr. fiz. a) element doprowadzający prąd elektryczny lub odprowadzający go, b) element przewodzący w przyrządzie elektronowym, emitujący lub zbierający elektrony oraz sterujący ich strumieniem za pomocą pola elektrycznego"
"kadrować","<od kadr> fot a) wybierać fragment obrazu do fotografowania, b) powiększać wybrany wycinek negatywu ? wykadrować co"
"grazioso","<hiszp., z łac. gratiosus łaskawy, miły, wdzięczny> komiczny sługa, trefniś z komedii hiszpańskiej"
"afiszować się","czym/z czym, przed kim <fr. s’afficher> popisywać się czymś, co uważa się za powód do chwały, chcąc zwrócić na siebie powszechną uwagę; robić coś na pokaz, obnosić się z czym demonstracyjnie  afisz"
"wakcynacja","(ż) <fr. vaccination, od vacciner szczepić wakcyną> 1. med. szczepienie zapobiegawcze, przeciwzakaźne"
"prywatyzować","<ang. privatize, od private prywatny, z łac. privatus> dokonywać prywatyzacji"
"traveller’scheck","<ang.> czek podróżny o określonej wysokości, honorowany przez banki i inne instytucje po złożeniu na nim podpisu przez właściciela"
"dżez","(m) <ang. jazz> jazz, rodzaj muzyki stworzonej ok. XIX/XX w. przez czarnoskórych artystów z okolicy Nowego Orleanu: dżez nowoorleański, tradycyjny, później rozwijany i upowszechniony na całym świecie  dżezbend, dżezmen, dżezowy"
"hermetyzm","(m) <fr. hermétisme, od hermétique, z ang.> 1. ścisła izolacja od warunków lub wpływów, zamknięty, ekskluzywny charakter czegoś; 2. lit. a) poezja operująca skomplikowanymi symbolami, odwołująca się do okultyzmu, b) kierunek w poezji włoskiej okresu międzywojennego, nawiązujący do symbolizmu ? hermetyzacja"
"sesin","(m) <chiń. cz’e hsin> rel. w buddyzmie zen: okres odosobnienia i medytacji trwający od czterech do siedmiu dni"
"puryzm","(m) <fr. purisme, z łac. purus czysty> 1. przesadna dbałość o czystość i poprawność języka, objawiająca się zwykle w nadmiernej ścisłości i w unikaniu zapożyczeń z języków obcych; 2. rzad rygorystyczne przestrzeganie zasad moralnych, surowość obyczajów; purytanizm; 3. szt. kierunek w malarstwie europejskim początku stulecia (gł. we Francji), postulujący stworzenie sztuki nowoczesnej jako „czystej formy” geometrycznej abstrakcji o przejrzystej kompozycji, z zastosowaniem pastelowej gamy barw"
"lakoniczność","(ż) <od lakoniczny> zwięzłość w wyrażaniu myśli, oszczędność w słowach; lapidarność"
"filet","(m) <fr. filet listewka> 1. kulin. płat mięsa (ryby, drobiu) bez kości czy ości, bez skóry: filet rybny, filet z kurczaka  filecik, filetować (co), filetowanie; 2. poligr. ozdobna linia lub pasek klejony na okładce lub grzbiecie książki"
"australopitek","(m) <łac. Australis południowy + gr. pithekos małpa> paleont. najstarsze kopalne formy praludzkie, małpa człekokształtna; pot. przen. jako wyzwisko"
"humanista","(m) <niem. Humanist, fr. humaniste, a wł. umanista, od umano ludzki, z łac. humanus> 1. uczony okresu Odrodzenia; 2. znawca kultury antycznej greckiej i rzymskiej; 3. człowiek mający wykształcenie humanistyczne ? humanistyka, humanistyczny"
"rebus","(m) <fr. rébus, wyjęte z łac. de rebus quae geruntur, tytułu paszkwili-łamigłówek> zagadka przedstawiona w formie liter i rysunków: układać, rozwiązywać rebusy; pot. coś trudnego do zrozumienia, zagadkowego"
"szeregować","<od szereg> układać coś w szereg, w określonym porządku; klasyfikować, porządkować"
"turbulencja","(ż) <fr. turbulence, z łac. turbulentia zamieszanie> 1. fiz. burzliwość; 2. w atmosferze: nieuporządkowane i przypadkowe zmiany kierunku i prędkości porcji powietrza; ruch turbulentny"
"Ganimedes","(m) <w mit. gr. piękny młodzieniec, którego Zeus pod postacią orła uniósł na Olimp, aby tam wraz z Hebe usługiwał bogom przy ucztach> przen. piękny chłopak"
"filozofia","(ż) <gr. philosophía, od philé? lubię + sophía mądrość> dosł. umiłowanie mądrości; nauka od wieków rozważająca ogólne zasady i metody poznania (epistemologia, metodologia nauk), poprawnego rozumowania (logika), istotę bytów (ontologia), hierarchię wartości (etyka), zasady piękna (estetyka) i formułująca teorie filozoficzne: filozofia teoretyczna, dualistyczna, filozofia grecka, indyjska, filozofia Platona, Hegla, filozofia życiowa, studiować filozofię  filozof, filozofować"
"holografia","(ż) <gr. hólos cały + gráphein pisać> fiz. metoda uzyskiwania obrazów przestrzennych dzięki zastosowaniu specjalnej techniki fotografii elektromagnetycznej ? hologram"
"halibut","(m) <ang.> smaczna ryba morska: wędzony halibut, filet z halibuta"
"klika","(ż) <fr. clique, najpierw o hałaśliwej orkiestrze wojskowej, od cliquer hałasować> pogardl. grupa osób wzajemnie się popierających, dążących wspólnie do osiągnięcia własnych korzyści wbrew interesowi społecznemu; koteria, sitwa"
"pumeks","(m) <łac. pumex lawa> 1. lekkie, porowate szkliwo wulkaniczne, powstałe z lawy, używane m.in. do szlifowania i polerowania, jako środek filtracyjny i termoizolacyjny; 2. sztucznie wytwarzany porowaty kamień, używany do ścierania zgrubiałej skóry"
"kalkować","<od kalka> odbijać, przerysowywać, posługując się kalką"
"Braille’a alfabet","<od nazw. E. Braille (niewidomy pedagog franc.)> alfabet dla niewidomych w postaci systemu wypukłych kropek: alfabet brajla, pisać brajlem"
"inklinacja","(ż) <łac. inclinatio> 1. skłonność: mieć, czuć inklinację do czego; 2. fiz. nachylenie magnetyczne, kąt nachylenia"
"toast","(m) <st.-fr. toast, z ang. toast grzanka, przen. toast, od fr. toster prażyć, przypiekać na ruszcie; od łac. tostus prażony, suszony> krótkie przemówienie na cześć kogoś lub czegoś w czasie przyjęcia, bankietu, towarzyszące wypiciu kieliszka alkoholu: wznieść toast na cześć nowożeńców, toast za pomyślność kogo, czego, wychylić toast, spełnić toast"
"turbo","-<łac. turbo wir, obrót> pierwszy człon wyrazów złożonych, wskazujący na ich związek znaczeniowy z ruchem wirowym lub z turbiną: turbopompa"
"biustonosz","(m) <niem. Büstenhalter, hol. buste-houder> element bielizny damskiej podtrzymujący piersi; stanik"
"jurta","(ż) <ros. dial. jurta, jurt, z tur. jurt mieszkanie> namiot mieszkalny plemion koczowniczych Azji: jurta mongolska"
"eskalator","(m) <ang. escalator> schody ruchome, np. w kolejce podziemnej, w domu towarowym"
"miss","(ż; ndm) <ang.> 1. panna; forma grzecznościowa, używana w krajach anglosaskich wobec kobiet niezamężnych; . najpiękniejsza kobieta, wybrana w konkursie piękności: miss świata"
"Elohim","<hebr. `ěl?akh, lm `ěl?hîm> jedno z zastępczych imion Boga"
"cham","(m) <hebr. Ham> obraźl. prostak, prymityw, człowiek ordynarny, grubianin [Cham – wg Biblii syn Noego, przeklęty przez ojca za złe zachowanie] ? chamstwo, chamski"
"ferromagnetyk","(m) <od ferromagnetyczny> fiz. ciało magnesujące się silnie i trwale (np. żelazo, kobalt, ferryt), używane m.in. do wyrobu magnesów; materiał ferromagnetyczny, stop ferromagnetyczny"
"prolongata","(ż) <fr. prolongation, z łac. longus długi> przedłużenie okresu ważności czego (np. umowy terminowej); przesunięcie, odroczenie terminu wykonania czegoś: prolongata terminu spłaty kredytu ? prolongować co, sprolongować, prolongowanie"
"meta","(ż) <łac. granica, koniec> 1. wyznaczone miejsce, będące celem i końcem trasy: meta wyścigu, dobiec do mety; . przest. odległość, dystans: na dalszą metę, na bliższą metę"
"epistoła","(ż) <łac. epistola list> przen. żart. długie i zawiłe pismo, nudne wypracowanie: pisać epistoły  epistolografia, epistolarny"
"futerał","(m) <niem. Futteral> rodzaj pudełka, opakowania, etui"
"szafran","(m) <czes. šafrán, niem. Safran, wł. zafferano; z ar. za’far?n> 1. proszek koloru ciemnopomarańczowego, uzyskiwany z wysuszonych znamion słupka lub pręcików kwiatu krokusa, używany jako przyprawa, barwnik: dodać szafranu, zaprawić coś szafranem; 2. krokus: rabata szafranów ? szafranowy"
"konkretyzacja","<łac. concretiso uściślam> uściślenie, przedstawianie czego w sposób precyzyjny, dokładny, konkretny, odpowiadający rzeczywistości ? konkretyzować co: skonkretyzuj, o co ci chodzi"
"bakteriocydy","(m; lm) <łac. bakteria + -cyd> środki bakteriobójcze (m.in. antybiotyki)"
"Beaufort","(m) <od nazw. F. Beaufort, 1774–1857, admirał i hydrograf ang.> skala Beauforta do określania siły sztormu, wiatru na morzu: 10° w skali Beauforta to bardzo silny sztorm"
"pakamera","(ż) <niem. Packkammer> pomieszczenie robocze, podręczny magazyn"
"raportówka","(ż) <od raport> wojskowa torba ze skóry na raporty, noszona na ramieniu"
"interview","(m; ndm) <ang.> 1. wywiad dziennikarski: przeprowadzić interview z kim; 2. spotkanie i rozmowa z pracodawcą w sprawie zatrudnienia: iść na interview"
"aposterioryzm","(m) <łac. a posteriori to, co potem> filoz. pogląd, według którego jedynym źródłem i uzasadnieniem poznania i wiedzy jest oparcie na wcześniejszym doświadczeniu; empiryzm metodologiczny, przeciwieństwo aprioryzmu"
"premedytacja","(ż) <fr. préméditation, z łac. praemeditatio uprzednie zastanowienie się nad czymś> celowy zamysł czegoś, poprzedzający wykonanie: zbrodnia z premedytacją, postępować z całą premedytacją"
"welwet","(m) <ang. velvet aksamit, ze st.-fr. velouette, od velute, z wł. velluto; w końcu od łac. vellus, villus sierść> gładka lub prążkowana tkanina bawełniana, podobna do aksamitu ? welwetowy: spodnie welwetowe"
"destylować","<niem. destillieren, od łac. de-stillo ściekam kroplami> przeprowadzać destylację, poddawać destylacji: woda destylowana"
"bakalie","(lm) <ukr. bakalíja, z tur. bakkal sprzedawca towarów spożywczych> suszone owoce egzotyczne (daktyle, figi, rodzynki itp.) dodawane do potraw, zwłaszcza ciast i lodów: ciasto z bakaliami, lody bakaliowe ? bakalijki"
